,ISO,dt_00,dt_01,dt_02,dt_03,dt_04,dt_05,dt_06,dt_07,dt_08,dt_09,dt_10,dt_11,dt_12,evaldt_00,evaldt_01,evaldt_02,evaldt_03,evaldt_04,evaldt_05,evaldt_06,evaldt_07,evaldt_08,evaldt_09,evaldt_10,evaldt_11,evaldt_12
6820,AGO,5,5,5,5,5,5,5,5,5,5,5,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6821,ATG,6,6,6,6,6,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6822,ARG,7,7,7,7,7,7,7,7,7,7,7,7,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6823,ARM,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6824,AZE,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6825,BHS,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6826,BHR,4,4,4,4,4,4,4,4,4,4,4,4,4,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6827,BGD,6,6,6,6,6,6,6,5,5,5,5,5,5,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6828,BLR,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6829,BEN,6,6,6,6,6,7,7,7,7,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6830,BTN,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6831,BOL,6,6,6,6,6,5,5,5,5,5,5,5,5,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6832,BIH,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6833,BWA,2,2,2,2,2,2,2,2,2,2,2,2,2,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6834,BRA,3,3,3,3,3,3,3,3,3,4,4,4,5,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6835,BGR,4,4,4,4,4,4,4,4,4,4,4,4,4,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6836,BFA,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6837,BDI,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6838,CPV,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6839,KHM,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6840,CMR,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6841,CAF,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6842,TCD,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6843,CHN,2,2,2,2,2,2,2,2,2,2,2,2,2,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6844,COL,4,4,4,4,4,4,4,4,4,4,4,4,4,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6845,COG,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6846,CRI,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6847,CIV,7,7,7,7,7,7,7,7,7,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6848,HRV,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6849,CUB,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6850,PRK,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6851,COD,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6852,DJI,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6853,DOM,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6854,ECU,7,7,7,7,7,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6855,EGY,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6856,SLV,4,4,4,4,4,4,4,4,4,5,5,5,5,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6857,GNQ,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6858,ERI,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6859,SWZ,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6860,ETH,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6861,GAB,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6862,GMB,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6863,GEO,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6864,GHA,5,5,5,5,5,5,5,5,5,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6865,GTM,5,5,5,5,5,4,4,4,4,4,4,4,4,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6866,GIN,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6867,GNB,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6868,HTI,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6869,HND,6,6,6,6,6,6,6,6,6,6,6,6,5,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6870,HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6871,IND,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6872,IDN,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6873,IRN,7,7,7,7,7,7,7,7,7,7,7,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6874,IRQ,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6875,JAM,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6876,JOR,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6877,KAZ,5,5,5,5,5,5,5,5,5,5,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6878,KEN,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6879,KWT,2,2,2,2,2,2,2,2,2,2,2,2,2,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6880,KGZ,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6881,LAO,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6882,LBN,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6883,LSO,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6884,LBR,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6885,LBY,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6886,MDG,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6887,MWI,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6888,MYS,2,2,2,2,2,2,2,2,2,2,2,2,2,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6889,MDV,7,7,7,7,7,7,7,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6890,MLI,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6891,MRT,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6892,MUS,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6893,MEX,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6894,MDA,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6895,MNG,5,5,5,6,6,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6896,MNE,6,6,6,6,6,6,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6897,MAR,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6898,MOZ,6,6,6,6,6,6,6,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6899,MMR,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6900,NAM,3,3,3,3,3,3,3,3,3,3,3,4,4,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6901,NPL,7,7,7,6,6,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6902,NIC,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6903,NER,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6904,NGA,5,5,5,5,5,5,5,5,5,5,5,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6905,MKD,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6906,OMN,2,2,2,2,2,2,2,2,2,2,3,3,3,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6907,PAK,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6908,PAN,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6909,PNG,5,5,5,5,5,5,5,5,5,5,5,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6910,PRY,5,5,5,5,5,5,5,5,5,5,5,5,5,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6911,PER,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6912,PHL,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6913,QAT,3,3,3,3,3,3,3,3,3,3,3,3,3,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6914,ROU,4,4,4,4,4,4,3,3,3,3,3,3,3,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6915,RUS,3,3,3,3,3,3,4,4,4,4,4,4,4,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6916,RWA,7,7,7,7,7,7,7,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6917,SAU,2,2,2,2,2,2,2,2,2,2,2,2,2,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6918,SEN,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6919,SRB,6,6,6,6,6,6,6,6,6,6,6,6,6,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
6920,SLE,7,7,7,7,7,7,7,7,7,7,7,7,7,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14,30-Jan-15,26-Jun-15,16-Jul-15,30-Oct-15,29-Jan-16,24-Jun-16,28-Oct-16
