,ISO,dt_00,dt_01,dt_02,dt_03,evaldt_00,evaldt_01,evaldt_02,evaldt_03
9836,MDV,6,6,6,6,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9837,MLI,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9838,MRT,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9839,MUS,3,3,3,3,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9840,MEX,3,3,3,3,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9841,MDA,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9842,MNG,6,6,6,6,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9843,MNE,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9844,MAR,3,3,3,3,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9845,MOZ,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9846,MMR,6,6,6,6,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9847,NAM,4,4,5,5,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9848,NPL,6,6,6,6,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9849,NIC,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9850,NER,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9851,NGA,6,6,6,6,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9852,MKD,5,5,5,5,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9853,OMN,4,4,4,4,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9854,PAK,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9855,PAN,3,3,3,4,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9856,PNG,6,6,6,6,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9857,PRY,5,5,5,5,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9858,PER,3,3,3,3,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9859,PHL,3,3,3,3,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9860,QAT,3,3,3,3,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9861,ROU,3,3,3,3,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9862,RUS,4,4,4,4,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9863,RWA,6,6,6,6,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9864,SAU,2,2,2,2,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9865,SEN,5,5,5,5,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9866,SRB,5,5,5,5,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9867,SLE,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9868,SGP,0,0,0,0,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9869,SOM,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9870,ZAF,4,4,4,4,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9871,SSD,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9872,LKA,6,6,6,6,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9873,SDN,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9874,SUR,6,6,6,6,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9875,SYR,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9876,TWN,1,1,1,1,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9877,TJK,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9878,TZA,6,6,6,6,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9879,THA,3,3,3,3,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9880,TLS,6,6,6,6,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9881,TGO,6,6,6,6,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9882,TTO,3,3,3,3,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9883,TUN,5,5,5,5,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9884,TUR,5,5,5,5,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9885,TKM,6,6,6,6,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9886,UGA,6,6,6,6,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9887,UKR,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9888,ARE,2,2,2,2,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9889,URY,3,3,3,3,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9890,UZB,6,5,5,5,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9891,VEN,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9892,VNM,5,5,4,4,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9893,PSE,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9894,YEM,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9895,ZMB,6,6,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9896,ZWE,7,7,7,7,26-Oct-18,04-Feb-19,28-Jun-19,18-Oct-19
9897,AFG,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9898,ALB,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9899,DZA,4,4,4,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9900,AGO,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9901,ATG,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9902,ARG,6,6,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9903,ARM,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9904,ABW,4,4,4,4,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9905,AZE,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9906,BHS,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9907,BHR,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9908,BGD,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9909,BLR,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9910,BEN,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9911,BTN,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9912,BOL,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9913,BIH,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9914,BWA,2,2,2,2,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9915,BRA,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9916,BGR,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9917,BFA,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9918,BDI,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9919,CPV,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9920,KHM,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9921,CMR,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9922,CAF,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9923,TCD,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9924,CHN,2,2,2,2,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9925,COL,4,4,4,4,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9926,COG,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9927,CRI,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9928,CIV,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9929,HRV,4,4,4,4,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9930,CUB,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9931,CUW,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9932,PRK,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9933,COD,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9934,DJI,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9935,DOM,4,4,4,4,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9936,ECU,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9937,EGY,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9938,SLV,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9939,GNQ,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9940,ERI,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9941,SWZ,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9942,ETH,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9943,FJI,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9944,GAB,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9945,GMB,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9946,GEO,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9947,GHA,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9948,GTM,4,4,4,4,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9949,GIN,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9950,GNB,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9951,GUY,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9952,HTI,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9953,HND,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9954,HKG,2,2,2,2,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9955,IND,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9956,IDN,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9957,IRN,6,6,6,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9958,IRQ,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9959,JAM,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9960,JOR,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9961,KAZ,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9962,KEN,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9963,KWT,2,2,2,2,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9964,KGZ,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9965,LAO,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9966,LBN,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9967,LSO,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9968,LBR,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9969,LBY,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9970,MDG,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9971,MWI,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9972,MYS,2,2,2,2,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9973,MDV,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9974,MLI,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9975,MRT,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9976,MUS,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9977,MEX,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9978,MDA,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9979,MNG,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9980,MNE,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9981,MAR,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9982,MOZ,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9983,MMR,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9984,NAM,4,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9985,NPL,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9986,NIC,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9987,NER,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9988,NGA,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9989,MKD,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9990,OMN,4,4,4,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9991,PAK,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9992,PAN,3,3,4,4,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9993,PNG,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9994,PRY,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9995,PER,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9996,PHL,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9997,QAT,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9998,ROU,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
9999,RUS,4,4,4,4,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10000,RWA,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10001,SAU,2,2,2,2,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10002,SEN,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10003,SRB,5,5,5,4,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10004,SLE,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10005,SGP,0,0,0,0,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10006,SOM,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10007,ZAF,4,4,4,4,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10008,SSD,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10009,LKA,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10010,SDN,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10011,SUR,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10012,SYR,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10013,TWN,1,1,1,1,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10014,TJK,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10015,TZA,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10016,THA,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10017,TLS,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10018,TGO,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10019,TTO,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10020,TUN,5,5,5,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10021,TUR,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10022,TKM,6,6,6,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10023,UGA,6,6,6,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10024,UKR,7,7,7,6,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10025,ARE,2,2,2,2,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10026,URY,3,3,3,3,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10027,UZB,5,5,5,5,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10028,VEN,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10029,VNM,5,4,4,4,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10030,PSE,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10031,YEM,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10032,ZMB,6,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10033,ZWE,7,7,7,7,04-Feb-19,28-Jun-19,18-Oct-19,31-Jan-20
10034,AFG,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10035,ALB,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10036,DZA,4,4,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10037,AGO,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10038,ATG,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10039,ARG,6,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10040,ARM,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10041,ABW,4,4,4,4,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10042,AZE,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10043,BHS,3,3,3,3,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10044,BHR,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10045,BGD,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10046,BLR,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10047,BEN,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10048,BTN,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10049,BOL,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10050,BIH,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10051,BWA,2,2,2,3,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10052,BRA,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10053,BGR,3,3,3,3,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10054,BFA,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10055,BDI,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10056,CPV,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10057,KHM,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10058,CMR,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10059,CAF,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10060,TCD,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10061,CHN,2,2,2,2,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10062,COL,4,4,4,4,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10063,COG,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10064,CRI,3,3,3,4,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10065,CIV,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10066,HRV,4,4,4,4,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10067,CUB,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10068,CUW,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10069,PRK,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10070,COD,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10071,DJI,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10072,DOM,4,4,4,4,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10073,ECU,6,6,6,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10074,EGY,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10075,SLV,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10076,GNQ,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10077,ERI,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10078,SWZ,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10079,ETH,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10080,FJI,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10081,GAB,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10082,GMB,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10083,GEO,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10084,GHA,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10085,GTM,4,4,4,4,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10086,GIN,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10087,GNB,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10088,GUY,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10089,HTI,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10090,HND,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10091,HKG,2,2,2,3,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10092,IND,3,3,3,3,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10093,IDN,3,3,3,3,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10094,IRN,6,6,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10095,IRQ,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10096,JAM,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10097,JOR,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10098,KAZ,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10099,KEN,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10100,KWT,2,2,2,2,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10101,KGZ,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10102,LAO,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10103,LBN,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10104,LSO,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10105,LBR,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10106,LBY,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10107,MDG,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10108,MWI,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10109,MYS,2,2,2,2,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10110,MDV,6,6,6,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10111,MLI,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10112,MRT,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10113,MUS,3,3,3,3,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10114,MEX,3,3,3,3,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10115,MDA,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10116,MNG,6,6,6,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10117,MNE,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10118,MAR,3,3,3,3,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10119,MOZ,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10120,MMR,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10121,NAM,5,5,5,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10122,NPL,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10123,NIC,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10124,NER,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10125,NGA,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10126,MKD,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10127,OMN,4,4,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10128,PAK,7,7,7,7,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10129,PAN,3,4,4,4,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10130,PNG,6,6,6,6,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
10131,PRY,5,5,5,5,28-Jun-19,18-Oct-19,31-Jan-20,25-Jun-20
