,input_option,history_len,archi,iter_no,loss,accuracy,mean squared error
302,ev_nm_0_2_5_0_rnn__6,6,rnn,0,0.14205463230609894,0.9722806811332703,0.01808907464146614
303,ev_nm_0_2_5_0_lstm__6,6,lstm,0,0.1435561180114746,0.9722806811332703,0.018139196559786797
304,ev_nm_0_2_5_0_gru__6,6,gru,0,0.14284181594848633,0.9722806811332703,0.018072377890348434
305,ev_ex_5_1_10_0_rnn__6,6,rnn,0,0.15237608551979065,0.9687719345092773,0.02020464651286602
306,ev_ex_5_1_10_0_lstm__6,6,lstm,0,0.15333455801010132,0.9687719345092773,0.020205197855830193
307,ev_ex_5_1_10_0_gru__6,6,gru,0,0.15345822274684906,0.9687719345092773,0.020215200260281563
308,ev_nm_0_1_10_0_rnn__6,6,rnn,0,0.13048112392425537,0.9750877022743225,0.0162774920463562
309,ev_nm_0_1_10_0_lstm__6,6,lstm,0,0.13268595933914185,0.9750877022743225,0.016300659626722336
310,ev_nm_0_1_10_0_gru__6,6,gru,0,0.13037146627902985,0.9750877022743225,0.016270479187369347
311,ev_nm_0_2_5_0_rnn__6,6,rnn,0,0.14761750400066376,0.9719298481941223,0.01837628334760666
312,ev_nm_0_2_5_0_lstm__6,6,lstm,0,0.14751771092414856,0.9719298481941223,0.018403343856334686
313,ev_nm_0_2_5_0_gru__6,6,gru,0,0.14742940664291382,0.9719298481941223,0.018371419981122017
314,ev_ex_15_2_5_0_rnn__6,6,rnn,0,0.10554815083742142,0.980701744556427,0.01270565390586853
315,ev_ex_15_2_5_0_lstm__6,6,lstm,0,0.10580125451087952,0.980701744556427,0.012684740126132965
316,ev_ex_15_2_5_0_gru__6,6,gru,0,0.10564818978309631,0.980701744556427,0.012662341818213463
317,ev_ex_5_2_5_1_rnn__6,6,rnn,0,0.11067119240760803,0.9796491265296936,0.013397127389907837
318,ev_ex_5_2_5_1_lstm__6,6,lstm,0,0.11003002524375916,0.9796491265296936,0.013406532816588879
319,ev_ex_5_2_5_1_gru__6,6,gru,0,0.10940389335155487,0.9796491265296936,0.013358733616769314
320,BaseLine,6,,1,0.0,0.9747368693351746,0.06736841797828674
321,grades_only,6,rnn,1,0.12992841005325317,0.9747368693351746,0.016452107578516006
322,ev_ex_10_1_10_0_rnn__6,6,rnn,1,0.1332712322473526,0.9743859767913818,0.016689948737621307
323,ev_ex_10_1_10_0_lstm__6,6,lstm,1,0.1367642879486084,0.9743859767913818,0.01669890247285366
324,ev_ex_10_1_10_0_gru__6,6,gru,1,0.13456401228904724,0.9743859767913818,0.016605375334620476
325,ev_ex_30_2_5_0_rnn__6,6,rnn,1,0.11764142662286758,0.9771929979324341,0.014743346720933914
326,ev_ex_30_2_5_0_lstm__6,6,lstm,1,0.11663935333490372,0.977543830871582,0.014687778428196907
327,ev_ex_30_2_5_0_gru__6,6,gru,1,0.11643917858600616,0.977543830871582,0.014692814089357853
328,ev_ex_15_2_5_0_rnn__6,6,rnn,1,0.12648905813694,0.9750877022743225,0.016162607818841934
329,ev_ex_15_2_5_0_lstm__6,6,lstm,1,0.12820938229560852,0.9750877022743225,0.016202304512262344
330,ev_ex_15_2_5_0_gru__6,6,gru,1,0.12709267437458038,0.9750877022743225,0.0161887276917696
331,ev_ex_20_2_5_0_rnn__6,6,rnn,1,0.1212751641869545,0.9771929979324341,0.014886519871652126
332,ev_ex_20_2_5_0_lstm__6,6,lstm,1,0.12184344232082367,0.9771929979324341,0.014897792600095272
333,ev_ex_20_2_5_0_gru__6,6,gru,1,0.11995992064476013,0.9771929979324341,0.014863246120512486
334,ev_ex_5_2_5_0_rnn__6,6,rnn,1,0.11697186529636383,0.9782456159591675,0.014303724281489849
335,ev_ex_5_2_5_0_lstm__6,6,lstm,1,0.11563041806221008,0.9782456159591675,0.014267129823565483
336,ev_ex_5_2_5_0_gru__6,6,gru,1,0.11528320610523224,0.9782456159591675,0.014269394800066948
337,ev_ex_5_2_10_1_rnn__6,6,rnn,1,0.14346939325332642,0.9712280631065369,0.01868288218975067
338,ev_ex_5_2_10_1_lstm__6,6,lstm,1,0.1438228189945221,0.9712280631065369,0.018673917278647423
339,ev_ex_5_2_10_1_gru__6,6,gru,1,0.14443671703338623,0.9712280631065369,0.018704889342188835
340,ev_nm_20_1_10_0_rnn__6,6,rnn,1,0.12938593327999115,0.9747368693351746,0.016445476561784744
